Family,Cluster
3aHSDH%WP_066586045_1_SDR_family_oxidoreductase__Cellulomonas_timonensis_,6
3aHSDH%WP_109137584_1_SDR_family_oxidoreductase__Bifidobacterium_catulorum_,1
3aHSDH%WP_117562420_1_SDR_family_NAD(P)-dependent_oxidoreductase__Enterocloster_aldenensis_,3
3aHSDH%WP_231385278_1_SDR_family_NAD(P)-dependent_oxidoreductase__Candidatus_Stoquefichus_massiliensis_,4
3aHSDH%WP_252528238_1_3-oxoacyl-ACP_reductase__Streptococcus_infantarius_,3
3aHSDH%WP_296966155_1_SDR_family_NAD(P)-dependent_oxidoreductase__uncultured_Mediterraneibacter_sp__,7
3bHSDH%GENOME124823_1686,3
3bHSDH%MBS6646402_1_glucose_1-dehydrogenase__Clostridiaceae_bacterium_,3
3bHSDH%MEY8522072_1_aldo_keto_reductase__Lachnospiraceae_bacterium_38-10_,1
3bHSDH%WP_100933575_1_SDR_family_NAD(P)-dependent_oxidoreductase___Clostridium__innocuum_,7
3bHSDH%WP_240277402_1_SDR_family_NAD(P)-dependent_oxidoreductase__Holdemania_massiliensis_,3
5AR%GENOME006039_2690,3
5AR%GENOME084343_2181,6
5AR%GENOME086572_2986,4
5AR%GENOME142018_414,3
5AR%GENOME170052_106,0
5AR%HIU55603_1_DUF1295_domain-containing_protein__Candidatus_Gallibacteroides_avistercoris_,3
5AR%MBP3601379_1_DUF1295_domain-containing_protein__Alistipes_sp__,1
5AR%MBQ5678765_1_DUF1295_domain-containing_protein__Rikenellaceae_bacterium_,2
5AR%MCR5660240_1_DUF1295_domain-containing_protein__Bacteroidales_bacterium_,5
5AR%MDE7159808_1_DUF1295_domain-containing_protein__Muribaculaceae_bacterium_,0
5AR%WP_005657188_1_DUF1295_domain-containing_protein__Bacteroides_stercoris_,3
5AR%WP_418203978_1_DUF1295_domain-containing_protein__Bacteroides_sp__,3
5BR%HIX74022_1_NADH_flavin_oxidoreductase__Candidatus_Parabacteroides_intestinipullorum_,3
5BR%MBO5195292_1_NADH_flavin_oxidoreductase__Bacteroidales_bacterium_,3
5BR%MBO7234306_1_NADH_flavin_oxidoreductase__Paludibacteraceae_bacterium_,1
5BR%MCQ2066925_1_NADH_flavin_oxidoreductase__Bacteroidaceae_bacterium_,6
5BR%MEI7492181_1_NADH_flavin_oxidoreductase__Bacteroidota_bacterium_,3
5BR%WP_295936477_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,1
5BR%WP_302380465_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,1
5BR%WP_394671717_1_NADH_flavin_oxidoreductase__Muribaculum_sp__,7
5BR%WP_418992344_1_NADH_flavin_oxidoreductase__Alistipes_sp__,0
7aHSDH%EOW9602512_1_SDR_family_NAD(P)-dependent_oxidoreductase__Escherichia_coli_,3
7aHSDH%GENOME025100_397,5
7aHSDH%GENOME071922_1142,4
7aHSDH%GENOME122758_282,4
7aHSDH%GENOME125242_1669,4
7aHSDH%GENOME141447_876,3
7aHSDH%GENOME150027_3593,6
7aHSDH%HAY2965420_1_SDR_family_oxidoreductase__Escherichia_coli_,3
7aHSDH%MEO8122524_1_7-alpha-hydroxysteroid_dehydrogenase__Burkholderiales_bacterium_,3
7aHSDH%WP_025075670_1_7alpha-hydroxysteroid_dehydrogenase__Bacteroides_faecichinchillae_,7
7aHSDH%WP_288686302_1_SDR_family_NAD(P)-dependent_oxidoreductase__partial__uncultured_Bacteroides_sp__,1
7bHSDH%GENOME075272_507,1
7bHSDH%WP_394860677_1_7beta-hydroxysteroid_dehydrogenase__Mediterraneibacter_gnavus_,7
BSH1%UPI0001B1C28E,3
BSH1%UPI00022FF9E1,0
BSH1%UPI0002624191,4
BSH1%UPI0002802AC4,3
BSH1%UPI00033F0DE9,6
BSH1%UPI00035D264B,7
BSH1%UPI0003A10C39,1
BSH1%UPI0004D69CD5,1
BSH1%UPI0004D6A0E9,0
BSH1%UPI00064A1F29,4
BSH1%UPI00070D1B8F,3
BSH1%UPI0007933BD5,4
BSH1%UPI00095C7CBB,4
BSH1%UPI000BCCCB22,0
BSH1%UPI000BD3EFD5,3
BSH2%UPI000335FD2D,0
BSH2%UPI00033F049A,1
BSH2%UPI000396CDDF,3
BSH2%UPI0005DCCFF2,1
BSH2%UPI0006BFFEB7,3
BSH2%UPI0006C0EB58,1
BSH2%UPI0006C1ADDE,3
BSH2%UPI0006C28698,0
BSH2%UPI0006C52F45,7
BSH2%UPI0006CAB5AD,3
BSH2%UPI000821232B,1
BSH2%UPI000965B48B,5
BSH2%UPI000966A84B,7
BSH2%UPI000DC2EE55,5
BSH2%UPI000E40484B,3
BSH2%UPI000E53BC4B,6
BSH2%UPI000E53DAEE,3
BSH2%UPI000E92006C,5
BSH3%UPI000238BE2F,3
BSH3%UPI00033CE23D,3
BSH3%UPI00092A5378,3
BSH3%UPI0009648BEC,3
BSH3%UPI000B61906D,7
BSH3%UPI000C9D0DE6,0
BSH3%UPI000E3F1C35,7
BSH3%UPI000E902C94,7
BSH4%UPI0001653940,3
BSH4%UPI0001FAB233,4
BSH4%UPI000822CCAE,1
BSH4%UPI000E54B9B5,4
BaiA%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_861,0
BaiB%bai_cluster_10%midas_Lachnoclostridium_nov_76594%Lachnoclostridium_nov_76594|ERS138182_8080_1_84_3_3065,0
BaiCD%MEI3381486_1_FAD-dependent_oxidoreductase__Dorea_sp__,0
BaiCD%bai_cluster_1%midas_Clostridium_hiranonis_61655%Clostridium_hiranonis_61655|NZ_DS995354_290,0
BaiCD%bai_cluster_10%midas_Lachnoclostridium_nov_76594%Lachnoclostridium_nov_76594|ERS138182_8080_1_84_3_3076,1
BaiE%LiJ_2017__H3M515915__bin_8_fa_COLEEGFP_01274__Bile_acid_7-alpha_dehydratase,2
BaiE%MCI8938768_1_nuclear_transport_factor_2_family_protein__Dorea_sp__,1
BaiE%fig|1950888_3_peg_203|__Bile_acid_7-alpha_dehydratase_(EC_4_2_1_106)_(BA7_alpha_dehydratase)_(Bile_acid-inducible_operon_protein_E)____Clostridiales_bacterium_UBA4701_|_1950888_3_,5
BaiF%ERR688512_bin_36_KMFCMBJN_00514__Bile_acid-CoA_transferase,0
BaiF%Obregon-TitoAJ_2015__NO11__bin_28_fa_ODBMCAMJ_01956__Bile_acid-CoA_transferase,1
BaiF%SRR5127813_bin_22_DKEDJIEF_00985__Bile_acid-CoA_transferase,0
BaiF%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_892,0
BaiF%bai_cluster_3%midas_Clostridium_hylemonae_61789%Dorea_sp_89094|KQ236743_10986,0
BaiF%fig|1950825_3_peg_1464|__L-carnitine_dehydratase_(EC_4_2_1_89)____Clostridiales_bacterium_UBA1701_|_1950825_3_,0
BaiG%MBR4017991_1_MFS_transporter__Clostridia_bacterium_,3
BaiH%MFR3389927_1_7-beta-dihydroxy-3-oxo-5-beta-cholanoyl-CoA_4-oxidoreductase_BaiH___Clostridium__scindens_,0
BaiH%Obregon-TitoAJ_2015__NO11__bin_28_fa_ODBMCAMJ_01962__NADH_oxidase,0
BaiH%bai_cluster_11%midas_Romboutsia_sp_25236%Romboutsia_sp_25236|FJTZ01000011_310,6
BaiH%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_836,0
BaiI%LiJ_2014__V1_FI04__bin_94_fa_MJMNNJHI_00331__hypothetical_protein,1
BaiI%QinJ_2012__CON-070__bin_41_fa_AAAKDJOM_00400__hypothetical_protein,5
