RENAME,Run_0,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Mean
hydroxymethylpyrimidine,0.5892498864217696,0.5817194425587987,0.5903954631995232,0.5932302100764044,0.5816177307107246,0.5960205051085716,0.5952821524336631,0.5870227736594942,0.5816742372929881,0.5874247238146614,0.5883637125276598
X2_deoxyadenosine,0.5779576110222492,0.5950139345231861,0.5869496918131003,0.5815054709672947,0.5857521289796644,0.5880300976659766,0.5879464679242269,0.5854424729088608,0.589267215106997,0.5868788702299967,0.5864743961141553
N_acetylputrescine,0.5752516991529285,0.5900726222595248,0.5765400492285344,0.5826649860353399,0.587309450386844,0.5891191678614668,0.5857709645070854,0.5875113672407986,0.594380307380739,0.5924195289761985,0.586104014302946
X___12101,0.5836188171439463,0.5855645271265497,0.5812568420053357,0.5829403614462368,0.5928911705828238,0.5936423314163789,0.6015683213551936,0.5790346264801899,0.5792553788615655,0.5765886448892809,0.5856361021307501
X___23482,0.5790402771384161,0.5855012397544147,0.5823575902278268,0.5897633428992698,0.5846494972044309,0.5855924037071331,0.5937907553724574,0.5846995997073712,0.5839578566375268,0.5829817996065634,0.5852334362255411
X___25043,0.5882241035984144,0.5856959991079493,0.5810100965961188,0.5946436280540865,0.5894069747204619,0.5920499759281959,0.5767427195035858,0.5948613667510748,0.5803452024781526,0.5654248277867727,0.5848404894524812
uracil,0.5798833553457864,0.5865718511330322,0.5843933340315035,0.580202052469752,0.5926922674132566,0.592171276724788,0.5905273118914711,0.5767879247693966,0.5872058549860277,0.574939406108286,0.58453746348733
X1.3.7_trimethylurate,0.5866019879769061,0.5838576516316463,0.5885126638785062,0.5754950541672096,0.5824088228624124,0.5848001814238001,0.5877599962027575,0.5844351489023785,0.5761298114413019,0.5919557982910901,0.5841957116778008
leu_val_val,0.5974546421664171,0.5757078956270685,0.5794964736125562,0.5917832648599125,0.5917900456497841,0.5903758742510051,0.5679145078012986,0.5806032492038221,0.5899223147507042,0.5723280485866197,0.5837376316509189
N_acetylglutamate,0.582459302075901,0.5860651754454036,0.5797737325761952,0.5806782146029583,0.5825508427391678,0.5873554090737516,0.5908121050660787,0.5804514348528078,0.5789280173949862,0.5833457019963397,0.5832419935823591
hypoxanthine,0.5788571958118827,0.5867278093000793,0.5832270381735867,0.5823511861485037,0.587516264477928,0.594044281571546,0.5898435822460838,0.5727269850573993,0.5797127054673508,0.5760981677552345,0.5831105216009596
X___24697,0.586999417605492,0.5819319073081093,0.5736273232681296,0.5831294701415451,0.5835400846393259,0.5896254668385471,0.592178434225208,0.5768813489854054,0.5757613885249445,0.5834530645026403,0.5827127906039348
undecanedioate_C11_DC,0.5752935140238035,0.5855999379181015,0.5733142768023903,0.5798038694200691,0.5841823761243867,0.587555442374964,0.5916487791941256,0.5762458382902161,0.5847530926052472,0.578785244097134,0.5817182370850438
X___25432,0.5730294836277827,0.5863936670436283,0.5838923090021012,0.5857487385847285,0.575763648788235,0.5910430286322619,0.5877905097571797,0.5818350926971646,0.5712766494459717,0.5780694940551308,0.5814842621634184
X2_aminoadipate,0.5784518552617798,0.5839729250594636,0.5786692172482198,0.5803410586621199,0.5784247321022934,0.5830028953972751,0.5949197568860805,0.579133701354425,0.5782559657766,0.575703751811036,0.5810875859559292
pyridoxal,0.5718202427673458,0.5842015883623564,0.5826838215627611,0.5719426736955832,0.5839024801869086,0.5763735431661315,0.5896725556570999,0.5741193072443698,0.5803610243211864,0.5700120321349166,0.5785089269098659
picolinate,0.5705239817702231,0.574578517402897,0.5813333142466653,0.5816143403157888,0.5829833064487571,0.5923080226538654,0.5840170001936291,0.5646744203743146,0.5756242658853187,0.5687040931107927,0.5776361262402252
X___25076,0.5822724536438835,0.5715343194610929,0.5830462171103437,0.5904297438594296,0.5796953767821234,0.5800856489102892,0.5678331383228393,0.592480556085043,0.5728659912497673,0.5520482129228292,0.577229165834764
biotin,0.5645395579979792,0.5889051962699628,0.5634580220134576,0.5731085928429516,0.5754875199562411,0.5899648830426759,0.5848717564280003,0.579284385573794,0.5748486188661162,0.5744971479244378,0.5768965680915616
X___17910,0.5852578847401336,0.5798908895567547,0.5806070163093064,0.5725224312296058,0.5889172510075122,0.5731123599484358,0.5587039348923625,0.5781433293226216,0.5761640921012086,0.5726572936059411,0.5765976482713882
pyridoxamine,0.5727593821645637,0.5840889519083778,0.5706034676959403,0.5707718573110853,0.5812014655547174,0.5841725816501278,0.5898624177735049,0.5735256114200555,0.573043045207526,0.5649155151253051,0.5764944295811204
X___13728,0.5724708218844718,0.5790470579282877,0.5701435041163161,0.5723205143756511,0.5739490340764827,0.5764628235661077,0.5927887053136528,0.5730615040243986,0.5676451597591764,0.5782570959082454,0.575614622095279
delta_tocopherol,0.5788266822574605,0.5725141435975405,0.5743581417320698,0.5607257404057473,0.5673226955297266,0.577622338634153,0.5848532976111277,0.5841096709885412,0.5762522423695393,0.5721558918659904,0.5748740844991895
N2_acetyllysine,0.5707251452030808,0.5764669673821404,0.5704064480791152,0.5716213395977785,0.5716627777581049,0.5852654189511021,0.5857890466134097,0.5739358492072879,0.5685737512610385,0.5680467332037951,0.5742493477256853
X___17969,0.5637273700555798,0.5798373966588788,0.5731266749492758,0.5844148065327636,0.5777730228535221,0.5846724765478847,0.5625094648525291,0.5750919738803973,0.5821115982397068,0.5586440379151631,0.5741908822485702
X___25884,0.5721408234440535,0.5759520040624464,0.5687941269318658,0.5719690434339727,0.5692691589334269,0.57626166013325,0.5957180065381883,0.5707323027035008,0.572374760694624,0.5660260578220554,0.5739237944697384
X___14422,0.5724832533325698,0.5806024957827253,0.5789453460802136,0.5628790179005317,0.5741822179059565,0.5736943777457489,0.5805569138063662,0.5707375766511787,0.5767796371373313,0.5618641596830808,0.5732724996025703
riboflavin__Vitamin_B2,0.5743238610721634,0.581803449011097,0.5734532829947584,0.5672093056546513,0.5731010586319831,0.5789061681831776,0.58208937231735,0.5642182239001746,0.5676440296275311,0.5656644156955696,0.5728413167088455
Urolithin_A,0.5711647664130901,0.5799854439044089,0.5758962509012799,0.5685503952070362,0.580306401291665,0.5722180491064801,0.5691203582667999,0.5647912006443256,0.5789547638439241,0.5655348272669122,0.5726522456845922
X___25510,0.5739904722368092,0.5872540739362259,0.5581189034106618,0.5655962310863051,0.5841827528349351,0.5705439474292895,0.5774313463861026,0.56713006149518,0.573791569067242,0.5627479226296805,0.5720787280512433
thiamin__Vitamin_B1,0.5796595892800233,0.5712604508923895,0.5715539084096108,0.5639044240133385,0.5710626778544676,0.5802837986587597,0.5813800263546699,0.5664679392953553,0.5555203540476418,0.5603546805155509,0.5701447849321808
X___25532,0.5694447060489918,0.5638087395340391,0.5802849287904048,0.5748508791294067,0.5782940135419906,0.5733131466707452,0.5590832824146242,0.5841786090189025,0.5699675802902027,0.5448360894732757,0.5698061974912584
X5alpha_androstan_3beta.17alpha_diol_monosulfate_1,0.5714521965615367,0.5730517095501397,0.5664430763991594,0.5691452211629958,0.5698820669957106,0.5755590949604416,0.57567888891484,0.5650507542121889,0.5700368950311124,0.5608485480445331,0.5697148451832658
xanthine,0.5667696844446419,0.570907096397969,0.5714845936687011,0.5633548033231897,0.5764891933044973,0.5762529957906363,0.5730660245509798,0.5646940093228325,0.5711059995675362,0.5620125836391594,0.5696136984010144
lignoceroyl_ethanolamide_24_0.,0.5816877988727313,0.56830591006111,0.5572682909923233,0.5601192364227867,0.5693738844658884,0.5695038496050943,0.5793834604480294,0.5746173185893847,0.5618675500780167,0.5607758429086875,0.5682903142444052
gamma_tocotrienol,0.5642125732419483,0.5733176671973261,0.5625094648525291,0.5623565203698694,0.5620001521910615,0.5677845426620929,0.581128006997775,0.5672236206554914,0.5727669163755321,0.5590682139926871,0.5672367678536313
X___25501,0.5647200023506738,0.5743965662080089,0.5692864876186543,0.5557915856425061,0.5764790221196899,0.5661085574321599,0.5750113578230348,0.5618095366535596,0.5609615612090599,0.5584922235641488,0.5663056900621496
X___17877,0.579104317931648,0.5673306064512434,0.5611585808258851,0.5606447476378363,0.5622985069454123,0.5618370365235945,0.5547062825525002,0.5771062451828138,0.5555437101016439,0.5624582322179436,0.5642188266370523
glutamate._gamma_methyl_ester,0.5572468184910632,0.5534729322169641,0.5603814269644889,0.5639330540150186,0.5680618016257319,0.5726004103131292,0.5701242918783466,0.5639707250698609,0.567439852510286,0.5587627017379164,0.5635994014822806
stigmastadienone,0.5628481276355611,0.5745193738467947,0.5562975079090379,0.5565555546347074,0.5602446810354116,0.5635005903054293,0.5752524525740254,0.5675261192258747,0.5644453803608735,0.5532318374659736,0.5634421624993688
X___15853,0.5574626736353094,0.5664577681105478,0.5617978586265585,0.5626126835427968,0.5641361010006185,0.562068336800326,0.5629829900118964,0.5664185902135119,0.5622386099682132,0.5491079870923897,0.5615283599002169
N_acetylglutamine,0.5622815549707332,0.5689331331242339,0.5618185777067217,0.5516165026343368,0.5615605309810521,0.5674195101406712,0.5783203832803804,0.5575191802175729,0.5520305075270534,0.5470669693410353,0.5608566849923791
X___23600,0.5567887384641812,0.5662882483637577,0.5483474084951242,0.5680768700476689,0.5615850171666996,0.5628812781638223,0.5678576245084868,0.5556303535277812,0.5579098290562872,0.5524128687337025,0.5597778236527511
12oxoDCA,0.553151221408611,0.5653916772585116,0.5527650930964777,0.5613100184663509,0.5584707510628887,0.5676628651549522,0.5636701100522196,0.5560251461825282,0.5539140602691672,0.5645678112891109,0.5596928754240817
X___17162,0.554479879512898,0.5706565838832679,0.5630251815933198,0.5480795672951956,0.5568264095190234,0.5617473794130697,0.5572396609906433,0.5613228266249974,0.5688559074618071,0.5545733037289069,0.5596806700023128
X4_hydroxycyclohexylcarboxylic_acid,0.5546173788630724,0.566188796778974,0.5674560510638681,0.5577960624706635,0.5505813020472711,0.5553594986434652,0.5678644052983584,0.5530502629816338,0.5608131372529814,0.5623324108947704,0.5596059306295057
methylsuccinate,0.5512571207711415,0.5663711246844106,0.5536646778861113,0.5584266759287232,0.5626345327546054,0.5620042960070942,0.5668634853711992,0.5627603540777787,0.5566580199038784,0.5511199981315156,0.5591760285516457
X___23753,0.5532035841748418,0.565882154392558,0.5514567773618055,0.5516003040807547,0.558271471182773,0.5551862117911909,0.5700075116083355,0.5625497728812103,0.5616724140139338,0.5583065052637765,0.5588136706751181
O_desmethylvenlafaxine,0.5512774631407563,0.5707530217836642,0.5620065562703846,0.5427532568510464,0.5643749354883185,0.5629362779038919,0.5663315700768263,0.5527055728298269,0.5538387703187118,0.5568712380742857,0.5583848662737713
N.N.N_trimethyl_5_aminovalerate,0.5493347668425402,0.5556382644492981,0.5522874241210777,0.557423119027725,0.5581407526224704,0.568063685178474,0.5644721268098116,0.5585351685666691,0.5642412032436284,0.5501770916288135,0.5578313602490508
skatol,0.5567096292490123,0.5584168814544643,0.5494523005336481,0.5555553881286451,0.5614554287380422,0.5614851888713676,0.5685681006028122,0.5582590397346752,0.5500648318853835,0.5545085095145782,0.5574475298712629
N_methylphenylalanine,0.5571213738784384,0.5628680932946275,0.5516225300031116,0.5659149282102707,0.5416909331044941,0.5592607130829312,0.5669369439281416,0.5553304919312367,0.5582974642106142,0.553232214176522,0.5572275685820389
X___10457,0.5464194039082965,0.5608089934369487,0.5633152487156053,0.5504404123021609,0.5623388149740935,0.5678158096376119,0.5586884897598771,0.5529636195554966,0.5615190928207257,0.542218327872286,0.5566528212983102
fucose,0.5576736315424262,0.5509576358851455,0.5598596828549234,0.5515728042107197,0.5433051378044856,0.5581516772283746,0.5847666541849904,0.5514353048605454,0.5533938230017953,0.5474384059417801,0.5558554757515186
X2_hydroxymyristate,0.5541645727838682,0.5582880464469038,0.5610994372697826,0.546099953363234,0.5549703566469445,0.5549025487482284,0.561343922415709,0.5581942455203465,0.5527763944129305,0.5549281650655212,0.5556767642673469
X5_acetylamino_6_amino_3_methyluracil,0.5529632428449481,0.559754203901365,0.554624159652944,0.5463384111403855,0.5558326470922841,0.5561001115816644,0.5736148918200317,0.5544730987230264,0.5412068600497709,0.5564063772575321,0.5551314004063952
X2_aminophenol,0.5549153569068748,0.5634580220134576,0.5582164714427035,0.549033398403802,0.5522015341160373,0.561851728234983,0.560183653926567,0.5429600709421304,0.5551187806030231,0.548041519529805,0.5545980536119384
X3_phenylpropionate_hydrocinnamate,0.543539828476153,0.5717128802610453,0.5525126970290345,0.552400813996153,0.5548972748005505,0.5464533078576546,0.5541498810724799,0.5591620149192444,0.5522651981987209,0.5557784007733114,0.5542872297384347
X___17749,0.5484046684984845,0.562602135647441,0.543044454104977,0.56040741999233,0.5493189449995065,0.5639759990175388,0.5552709716645859,0.5490420627464156,0.5503145909789878,0.5451736221246625,0.552755486977493
X___20185,0.5467987514305582,0.5574732215306654,0.5547111797896297,0.555819085512541,0.5572837361248086,0.5550193290182395,0.555601723526101,0.5566629171410079,0.5523687935995371,0.5332266237919834,0.5524965361465072
X___20747,0.553149337855869,0.5476248776632493,0.5563042886989095,0.5685643334973279,0.5469159084111177,0.5520361581852797,0.5452067726529236,0.5561656592170899,0.5508016777180983,0.5404071035554694,0.5517176117455335
serotonin,0.5554322037793108,0.561992617980093,0.5482178200664668,0.5497984975276486,0.5419342881187752,0.539677038512626,0.5571096958514373,0.5494880880357482,0.5515012292065194,0.5616547086181578,0.5516806187696783
palmitoleoylcarnitine_C16_1.,0.5427412021134967,0.552844579022195,0.5446111932758674,0.5523593758358264,0.5575692827205131,0.5578981510292862,0.5609359448917672,0.5438430804676334,0.5498975724018837,0.549135863672973,0.5511836245431442
X___14383,0.545053828170264,0.5551315887616695,0.5495807588306602,0.5591932818947635,0.5474033718607767,0.5547386796596646,0.5446386931459022,0.5548241929541565,0.5531790979891944,0.5468326553799163,0.5510576148646968
