Samples,Run_0,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Mean
DCA,0.5997530559328312,0.5876527966415606,0.6249578137218587,0.6216981520352306,0.6459151335555829,0.5737251512532411,0.598304317405441,0.5759311849199489,0.5969543565049183,0.5988640572910235,0.6023756019261637
9-HETE,0.6156727167963122,0.6119191669753467,0.5762275178005515,0.6031773469975716,0.5852492077211178,0.5859406511091904,0.5767543318105116,0.5990122237313248,0.5962958389924682,0.5429065316705766,0.5893155533604971
N-Acetylalanine,0.5819730830966786,0.5680619006461702,0.581874305469811,0.6146026258385808,0.6118203893484793,0.5549738650862246,0.5825822117956949,0.5974811705148784,0.5740544100094661,0.6076717290200435,0.5875095690826028
12-HETE,0.6076552660822323,0.5853644482857966,0.5854632259126641,0.6015145902786352,0.5904679590072848,0.569346009795448,0.5720459315964934,0.589562497427666,0.5905667366341523,0.5145738156974112,0.5806560480717784
His_DCA,0.5693953986088818,0.5594353212330739,0.5730172449273573,0.5901057743754372,0.6259785158661564,0.5511215376383916,0.5425278841009178,0.5723916532905297,0.6028974770547804,0.5608511338848418,0.5747721940980367
Levulinic acid,0.4989998765279664,0.597135448820842,0.5222949335308885,0.5591389883524714,0.5532781824916656,0.5491130592254188,0.573066633740791,0.5728361526114334,0.5841297279499527,0.5218339712721735,0.5531826974523604
Lys_CDCA,0.5587932666584352,0.5743507428900687,0.5626785199818907,0.5611639297032555,0.5591225254146602,0.5261637239165329,0.5650327200888998,0.5241881713791826,0.5458204716631683,0.5443388072601556,0.5521652878956249
3oxoDCA,0.5742190393875787,0.5639790920689797,0.5501996131209614,0.5311190681977199,0.5641437214470921,0.5396633329217598,0.5663168292381775,0.5583487673375312,0.5504630201259414,0.5209778985059883,0.551943038235173
Met_CA,0.5872576861340906,0.5422974029715601,0.5565707700539161,0.561838910153517,0.5228546734164711,0.601695682594559,0.5039552208091533,0.5541177923200395,0.5261307980409103,0.5487014857801374,0.5505420422274354
GLCA,0.4577602173107791,0.5524385726632918,0.5691978433551468,0.5346750627649504,0.6152117545375972,0.5532123307404206,0.5509075194468452,0.5528830719841956,0.5566695476807836,0.4972218792443512,0.5440177799728361
2-Hydroxyoctanoic acid,0.5135695764909247,0.5382310573321809,0.507774622381364,0.5434333456805367,0.5786475696588055,0.5349384697699304,0.5451948800263406,0.546972877309956,0.542676050541219,0.4904391488661151,0.5341877598057374
Eicosapentaenoic acid,0.5665966991809688,0.5457546199119233,0.5713874140840433,0.5110672099436144,0.5603572457505042,0.5620693912828744,0.5032308515454583,0.5360085607276618,0.48181256945301887,0.4841338436844055,0.5322418405564473
Stearic acid,0.47287319422150875,0.546972877309956,0.49611886241099723,0.5635016668724533,0.5720623945343046,0.4996748569782277,0.5342141005062353,0.5495081697328887,0.5468247108696547,0.5315471045808124,0.5313297938017039
"5,6 diHETE",0.5564061406758035,0.524929003580689,0.5063588097295962,0.5460344898547146,0.5333744906778614,0.5361238012923405,0.5167633864263077,0.5722599497880396,0.5108038029386344,0.4705025311766884,0.5273556406140674
Phe_DCA,0.521866897147796,0.5236284314936,0.5009754290653167,0.5081203440754002,0.5793719389225007,0.5404206280610775,0.5068362349261225,0.4866855990451496,0.5458863234144132,0.5273325925011317,0.5241124418652509
15S-15-methyl PGE2 [iSTD],0.4776145203111495,0.534000082314689,0.49355064411244187,0.5680783635839816,0.559369469481829,0.5108367288142569,0.5313001605136436,0.5298678849240647,0.5318763633370375,0.462452154586986,0.5198946371980079
15R-15-methyl PGA2 [iSTD],0.4780425566942421,0.5294069226653496,0.48581306334115315,0.5609334485738979,0.5496727991110013,0.5187718648392805,0.5338683788121991,0.5328806025435239,0.5303782359962135,0.463621023171585,0.5183388895748446
11-HDoHE,0.49346832942338553,0.5804914186936658,0.526114335103099,0.5421163106556365,0.5138000576202822,0.5154298884635963,0.5290776639091245,0.5370786516853933,0.4847923611968555,0.45589990533810754,0.5178268922089145
Methyl dodecanoate,0.5129439848540971,0.521027287319422,0.48596122978145445,0.5362719677326419,0.5028686669136108,0.4651520763880314,0.5060460139111824,0.5103757665555418,0.5633041116187183,0.5648187018973535,0.5168769806972053
Nervonic acid,0.4836728814256903,0.5398444252376836,0.5033131662345145,0.5070337901798575,0.5376383915709758,0.4864386549779807,0.5072313454335926,0.5385603160884059,0.5096843231674691,0.5536239041857018,0.5167041198501872
alpha-N-Phenylacetylglutamine,0.4803638309256286,0.5208132691278758,0.5328147507922789,0.5831254887434663,0.5361073383545293,0.4887928550849899,0.5245668189488414,0.44891961970613653,0.578285385026958,0.4711775116269498,0.5164966868337654
Ala_DCA,0.5103593036177306,0.5600609128699016,0.5427748281680865,0.5143433345680536,0.5788615878503518,0.4748652096966703,0.4859118409680207,0.4745030250648228,0.5183602913939992,0.487492282997901,0.5147532617195538
3-Hydroxydecanoic acid,0.4705025311766884,0.5042844795653785,0.51495246326707,0.5226571181627361,0.5282215911429394,0.5330123060460139,0.5038893690579084,0.5223607852821336,0.5099148042968268,0.5030497592295344,0.5112845207227229
15R-15-methyl PGF2a [iSTD],0.47879985183355966,0.5186072354611679,0.4686257562662056,0.5519940733423879,0.5407992756307363,0.5123019302794584,0.519841955797012,0.5223937111577561,0.5137506688068485,0.44733917767625636,0.5074453636251388
GDCA,0.4805449232415524,0.4973206568712187,0.5044655718813021,0.5241552455035601,0.5606041898176729,0.5587932666584352,0.523825986747335,0.45718401448738516,0.5261966497921553,0.4340700498003869,0.5067160554801003
Oleanolic acid,0.47990286866691356,0.476083467094703,0.4144133020537515,0.5704490266288019,0.5189858830308268,0.5187060130880355,0.48485821294810055,0.4931555336049718,0.5234473391776763,0.4734164711692801,0.4953418117463061
Tetradecanedioic acid,0.4442606083055521,0.5074124377495164,0.44060583611145404,0.5506770383174877,0.5082685105157015,0.4828826604107503,0.5137342058690373,0.507906325883854,0.5096349343540354,0.47768037206239444,0.49430629295797834
Phe_CA,0.5147384450755237,0.4817467177017738,0.49620117710005346,0.5179487179487179,0.5003004486150553,0.5006132444334691,0.4462690867185249,0.49807795201053623,0.48882578096061235,0.45527431370127996,0.48999958842655467
3oxoLCA,0.4190723134543358,0.5443058813845331,0.4763139482240605,0.48800263407004973,0.504070461373832,0.5014528542618429,0.4974358974358974,0.5056015145902786,0.5057661439683911,0.445495328641396,0.48875169774046173
Eicosenoic acid,0.46365394904720747,0.504910071202206,0.5211754537597234,0.5033790179857596,0.4892373544058937,0.4746182656295015,0.44689467835535246,0.4443429229946084,0.505436885212166,0.45999917685310937,0.48136477754455287
CDCA,0.48156562538585007,0.4937481993661768,0.4350742890068732,0.45267316952710207,0.47758159443552695,0.4897641684158538,0.4585010495122854,0.49052146355517134,0.5078898629460427,0.487492282997901,0.4774811705148784
TCA,0.4755072642713092,0.4829649750998065,0.49246409021689913,0.4293781125241799,0.5043338683788122,0.45654195991274643,0.4603284356093345,0.46455941062682626,0.47302136066181,0.4886940774581224,0.4727793554759846
17-Methylstearate,0.44121496481047034,0.49939498703543644,0.4743383956867102,0.46701238836070297,0.5252747252747253,0.42025764497674606,0.42853850269580607,0.4565748857883689,0.5042515536897558,0.5058155327818249,0.47226735811005466
Asp_CA,0.42811046631271354,0.5266082232374367,0.4442935341811747,0.5302465324937234,0.4833765485450878,0.42122895830761,0.4386961353253488,0.47056838292793346,0.44378318310902576,0.5095196937893567,0.4696431658229411
CA,0.44570934683294233,0.43481088200189316,0.45609746059184264,0.4892702802815162,0.516318887105404,0.4567724410421039,0.4598180845371856,0.4781577972589208,0.4886776145203111,0.4569535333580277,0.46825863275301466
Maslinic acid,0.4449355887558134,0.4854508787093057,0.43849858007161374,0.4973206568712187,0.47237930608717127,0.4882495781372186,0.4616454706342346,0.4458245873976211,0.5081368070132114,0.4288677614520311,0.46713092151294405
14-pentadecenoic acid,0.4990657282792114,0.5071984195579701,0.48943490965962866,0.43915709758406385,0.43693460097954484,0.45219574433057574,0.4541383709923035,0.4881178746347285,0.41884183232497835,0.46804955344281185,0.46531341317858166
Phe_CDCA,0.4617936370745359,0.4945548833189283,0.42829155862863727,0.5125159484710046,0.39689673622257887,0.44962752603202033,0.4801168868584599,0.49503230851545454,0.44022718854179527,0.47009095773140713,0.46291476313948215
Palmitic acid,0.42427460180269166,0.457299255052064,0.42402765773552287,0.4884306704531423,0.49791332263242366,0.44328929497468816,0.44584105033543237,0.47453595094044526,0.5017491871424455,0.46243569164917475,0.46197966827180303
Porphobilinogen,0.4814009960077375,0.4751944684528954,0.42776474461867714,0.43410297567600936,0.46144791538049956,0.419533275713051,0.45308474297238344,0.5057167551549573,0.4463514014075811,0.5069514754908013,0.46115487508745934
Glu_CA,0.47308721241305507,0.4881178746347285,0.4345145491212907,0.5303123842449684,0.47249454665185,0.4385315059472363,0.4008313783594682,0.484298473062518,0.4240111947977116,0.4355681771412109,0.45817672963740375
7oxoDCA,0.4546322591266411,0.45731571798987525,0.4405729102358315,0.4707824011194798,0.5039716837469645,0.4800181092315923,0.40879944026011433,0.5002510598016215,0.5012717619459192,0.359723422644771,0.4577338766102811
Citrulline_DCA,0.49738650862246364,0.47934312878133095,0.5003827633041116,0.45349631641766475,0.4081409227476643,0.39422974029715596,0.47899740708729466,0.4535292422932872,0.42465324937235044,0.4610363419352183,0.45511956208585413
Hexose,0.42840679919331603,0.4559986829649751,0.37817837593118486,0.49949376466230394,0.49503230851545454,0.43061283286002383,0.43344445816355925,0.43370786516853926,0.49575667777914967,0.47410791455735274,0.4524739679795859
Carnosol,0.4763962629131168,0.43044820348191126,0.46786846112688807,0.443997201300572,0.46009795447997687,0.44086924311643405,0.4458245873976211,0.45361155698234346,0.40912869901633947,0.43481088200189316,0.4463053051817097
isoCA_aMCA,0.4543853150594723,0.5185084578343004,0.3789192081326912,0.431205498621229,0.501518706013088,0.4106762151705972,0.3628184549532864,0.460624768489937,0.47935959171914233,0.45810593900481533,0.44561221549985597
3S-Hydroxyhexanoic acid,0.40771288636457176,0.44891961970613653,0.4139523397950364,0.47782853850269574,0.47144091863192983,0.4472568629872001,0.45453348149977363,0.412618841832325,0.461925340577026,0.43884430176565004,0.4435033131662345
Eicosadienoic acid,0.3903444869737005,0.42623369140223066,0.45718401448738516,0.44511668107173724,0.5245174301354076,0.398147919496234,0.4683294233856031,0.3717578301847964,0.4557023500843725,0.37574186113511954,0.43130756883565874
Nonadecylic acid,0.3845989216775733,0.4438325719224595,0.4150553566283903,0.4543853150594723,0.4799687204181586,0.4056714820759764,0.39017985759558793,0.39528336831707617,0.48762398650039096,0.43895954233032886,0.42955591225254147
Met_CDCA,0.3735852162818455,0.44608799440260116,0.44646664197225994,0.41731077910853187,0.4548133514425649,0.41217434251142115,0.4452648475120385,0.43545293657653206,0.4502695806066592,0.38802321274231377,0.42694489031567684
Tridecylic acid,0.4355187883277771,0.46314359797505855,0.3662756718936494,0.3783265423714862,0.35070173272420463,0.3595587932666584,0.4007984524838457,0.4537267975470222,0.42922994608387866,0.5156603695929538,0.41529406922665346
Ribothymidine,0.42954274190229247,0.4147590237477877,0.37284438408033915,0.43100794336749393,0.37146149730419387,0.363575750092604,0.4192863316458822,0.4136560069144339,0.4167510392229493,0.38194838868996167,0.4014833106967939
Hexadecanedioic acid,0.3369387167139976,0.4428777215294069,0.29120467547433837,0.48806848582129475,0.3600362184631847,0.368596946125036,0.44335514672593324,0.44654895666131617,0.41847964769313084,0.39098654154833923,0.39870930567559776
Trp_CA,0.37712474791126477,0.41011647528501455,0.37086883154298883,0.40930979133226325,0.33767954891550395,0.3755607688191958,0.41359015516318887,0.4136560069144339,0.399316788080833,0.4751450796394617,0.39823681936041483
Phytanic acid,0.4326213112729967,0.46811540519405687,0.37264682882660405,0.316030785693707,0.4030209490883648,0.34261843025887967,0.2930320615713874,0.351837675433181,0.43807054368852116,0.40909577314071693,0.38270897641684154
Pentadecylic acid,0.3884677120632176,0.4997077828538502,0.375511380005762,0.33308638926616446,0.32539819730830966,0.29579783512367785,0.4371980079845248,0.37595587932666585,0.37195538543853146,0.41800222249660457,0.3821080791867309
p-Hydroxyphenylacetic acid,0.3584557764333045,0.3948224060583611,0.3969461250360126,0.4227270856484339,0.3710005350454788,0.39923447339177676,0.3519858418734823,0.37501749187142447,0.3734370498415442,0.3512779355475984,0.37949047207474174
Juniperic acid,0.3029427501337613,0.39004815409309795,0.3171173395892497,0.4637033378606412,0.4312548874346627,0.36438243404535536,0.3649586368687492,0.4175741861135119,0.41773881549162445,0.3232580153928468,0.37929785570235
Gln_CA,0.3400831378359468,0.41051158579248465,0.3513273243610322,0.4253446927604231,0.4394698934024776,0.3762522122072684,0.36826768736881094,0.31542165699469066,0.41915462814339216,0.29892579330781577,0.37447586121743426
2-Hydroxy palmitic acid,0.399053381075853,0.3831666460879944,0.35073465859982716,0.3037823599621352,0.36441535992097784,0.390838375108038,0.41834794419064075,0.38700251059801627,0.3441824093509486,0.3835123677820307,0.3725036012676462
Docosahexaenoic acid,0.3359344775075112,0.3723011071325678,0.4032185043420999,0.4020496357575009,0.4763797999753055,0.35735275959995055,0.3652878956249742,0.3420257644976746,0.3477219409803679,0.3079804091040046,0.3710252294521957
UDCA,0.3486274025599868,0.33514425649257107,0.3013952339795036,0.346289665390789,0.4099518459069021,0.3390459727538379,0.39436144379964605,0.4369181380417336,0.35381322797053133,0.41010001234720334,0.3675647199242704
Myristoleic acid,0.372120014816644,0.3075359097831008,0.37011153640367117,0.36573239494587806,0.30312384244968515,0.39352183397127216,0.3730913281475079,0.33743260484833515,0.37246573651068027,0.31808865292011357,0.3513223854796888
Thr_CA,0.37340412396592165,0.4020496357575009,0.29657159320080667,0.34512079680619,0.4274684117380746,0.383660534222332,0.2912540642877721,0.2972959624645018,0.4042392064863975,0.28198543030003703,0.3503049759229534
2-Hydroxymyristic acid,0.3367246985224513,0.3931431864016134,0.31030168333539115,0.26945713462567394,0.30593900481540925,0.37210355187883276,0.38649215952586735,0.410346956414372,0.3287730995596164,0.37572539819730827,0.3489006873276536
Trp_CDCA,0.39954726921019057,0.3806148907272502,0.2665596575708935,0.3510639173560522,0.32304399720130056,0.41731077910853187,0.3439025394081573,0.3198007984524838,0.3428653743260484,0.3326418899452607,0.34773511133061696
Tyr_CA,0.4025105980162159,0.3537473762192863,0.37187307074947523,0.3268633987735111,0.2829238177552784,0.377009507346586,0.2718936494217393,0.34632259126641146,0.33481499773634604,0.34818290323908296,0.3416141910523933
15S-15-methyl PGE1 [iSTD],0.27844589867061775,0.3327077416965057,0.311009589661275,0.39411449973247725,0.4120261760711199,0.32663291764415364,0.3589661275054533,0.33748199366176895,0.32841091492776886,0.3268963246491336,0.34066921842202735
Margaric acid,0.3664567642095731,0.3280487302959213,0.31812157879573605,0.32684693583569985,0.35870272050047325,0.2842079269045561,0.29826727579536566,0.3345351277935547,0.3917767625632794,0.37002922171461494,0.3376993044408774
Asn_CA,0.31695271021113713,0.3615672716796312,0.28745112565337283,0.37472115899082187,0.4191052393299584,0.33428818372638597,0.3360991068856238,0.3335473515248796,0.3217763509898341,0.26779437790673744,0.3353302876898382
carboxyibuprofen,0.3914804296826769,0.3985265670658929,0.2923076923076923,0.2892291229369881,0.22115487508745935,0.3588838128163971,0.31053216446474874,0.31611310038276325,0.356793019714368,0.3734205869037329,0.330844137136272
5-Dodecenoic acid,0.3851915874387784,0.39798329011812156,0.3358686257562662,0.3090669629995472,0.31759476478577603,0.3171502654648722,0.36943655595340985,0.29380581964851626,0.30373297114870146,0.2651109190435033,0.3294941762357493
15S-15-methyl PGD2 [iSTD],0.2678437667201712,0.31731489484298475,0.3186483928056962,0.3838416265382557,0.39306087171255716,0.3195209285096925,0.3290365065645964,0.3223196279376055,0.3010989010989011,0.3167057661439684,0.3269391282874429
Dodecanedioic acid,0.3037988228999465,0.31400584434292295,0.27225583405358683,0.3473597563485204,0.28888340124295175,0.26106103634193517,0.344791538049965,0.392534057702597,0.3384203811170103,0.39146396674486567,0.32545746388443014
Glu_CDCA,0.34806766267440425,0.3747046960530106,0.2689138576779026,0.3610404576696712,0.303963452278059,0.33246079762933695,0.23908301436391322,0.34000082314689056,0.33130839198254924,0.29062847265094455,0.3190171626126682
Hydrocinnamic acid,0.3323620200024694,0.32092027822364905,0.3357039963781536,0.3671482075976458,0.30868831542988845,0.33145655842285054,0.22304811293575336,0.3080956496686833,0.3004897723998847,0.3518212124953698,0.31797341235543486
Nonadeca-10Z-enoic acid,0.30914927768860356,0.29913981149936203,0.315635675186237,0.36479400749063673,0.30900111124830226,0.28099765403136184,0.3066304482034819,0.25691237601349964,0.38917561838910153,0.24795653784417826,0.3079392517594765
"12,13-diHOME",0.25189117998106764,0.30936329588014977,0.28687492282997895,0.4193192575215047,0.36472815573939166,0.3290529695024077,0.2744618677202947,0.26688891632711853,0.3099888875169774,0.25954644606329996,0.30721158990821906
Eicosanedioic acid,0.20861011647528502,0.33443635016668716,0.31955385438531503,0.41120302918055723,0.2970654813351442,0.19428736057949542,0.28159031979256693,0.3089681853726797,0.2932790056385562,0.36118862410997243,0.30101823270362593
2-Furoylglycine,0.33027122690044036,0.28374696464584104,0.2859036094991151,0.28200189323784824,0.3521175453759723,0.25047536732929987,0.2785776021731078,0.30783224266370335,0.30649874470099187,0.3198337243281063,0.29972589208544265
Sebacic acid,0.2985965345515907,0.3393093797588179,0.3338930732189159,0.2556282668642219,0.23119726715232328,0.1750421862781413,0.3412355434827345,0.32552990081079963,0.34833106967938426,0.31971848376342754,0.2968481705560357
alpha-CEHC,0.26792608140922747,0.3112729966662551,0.2782977322303165,0.3349631641766473,0.2588056138617936,0.3284932296168251,0.33626373626373623,0.2959460015639791,0.2523027534263489,0.2969008519570317,0.2961172161172161
cis-Erucic acid,0.18490348602708154,0.3066469111412931,0.33553936700004117,0.3286907848705601,0.3201794460221426,0.18752109313907064,0.2855249619294563,0.2526649380581965,0.30582376425073055,0.34734329341070913,0.28548380458492817
GCA,0.2873852739021278,0.252961270938799,0.32826274848746756,0.27880808330246526,0.30827674198460714,0.28962423344445815,0.2464913363789768,0.2889163271185743,0.23509898341359015,0.2618018685434415,0.27776268675145077
Oxypurinol,0.21443799646046838,0.2216487632217969,0.3255463637486109,0.17724821994484916,0.3231098489525456,0.3682018356175659,0.2688150800510351,0.2801086553895542,0.264962752603202,0.31505947236284315,0.2759138988352472
Myristic acid,0.22278470593077335,0.2361526114335103,0.22456270321438856,0.3131497715767378,0.24792361196855578,0.29996295838992465,0.2637938840186031,0.26094579577725646,0.34586162900769646,0.3303206157138741,0.27454582870313204
Arachidic acid,0.17379100300448613,0.27087294727744166,0.24812116722229083,0.2807507099641931,0.3198007984524838,0.21616660493064985,0.29364119027040375,0.2920113594270897,0.2899205663250607,0.3082108902333622,0.2693287237107461
TDCA,0.28675968226530024,0.23455570646581883,0.19446845289541917,0.2743795530312384,0.3392106021319504,0.2143392188336008,0.2998477178252459,0.2133514425649257,0.329530394698934,0.27683253076511505,0.2663275301477549
"9,10-DiHOME",0.1475161542577273,0.2803720623945343,0.24115734452813103,0.3815697411203029,0.28509692554636373,0.275070996419311,0.2747911264765197,0.29130345310120587,0.2978063135366506,0.18185784253199982,0.2656541959912746
TLCA,0.25310943737910024,0.2340288924558587,0.1996707412437749,0.27885747211589906,0.3158826192534057,0.2910894349096596,0.2992879779396633,0.25997448244639254,0.3145820471663168,0.1887887393505371,0.26352718442606077
Thr_CDCA,0.24884553648598592,0.25895378030209487,0.24221097254805116,0.31372597440013167,0.2314771370951146,0.25788368934436345,0.21236366629625056,0.2247602584681236,0.2933777832654237,0.1596493394246203,0.24432481376301599
Dehydroepiandrosterone sulfate,0.22964975099806556,0.2650779931678808,0.27643742025764495,0.2333045231921636,0.21830678684611268,0.2773099559616413,0.22390418570193846,0.1684405482158291,0.18916738692019588,0.29324607976293365,0.23748446310244056
3-Methyladipic acid,0.24770959377700946,0.3517388978063135,0.23916532905296947,0.2401037165082109,0.13072395769024983,0.13832983495904844,0.22043050582376425,0.24675474338395686,0.20814915421656993,0.2775733629666214,0.2300679096184714
Heptylic acid,0.2839280569617648,0.28582129481005886,0.2801086553895542,0.17683664649956785,0.1463637486109396,0.24731448326953942,0.20500473309462072,0.15645552948923733,0.3130345310120591,0.20042803638309253,0.22952957155204343
Oleic acid,0.15550067909618467,0.20551508416676953,0.29247232168580484,0.2796806190064617,0.24683705807301315,0.22935341811746307,0.20607482405235214,0.22734493970449024,0.278330658105939,0.14030538749639873,0.22614149895048768
Tyr_UDCA,0.223805408075071,0.23597151911758651,0.14909659628760752,0.14226447709593776,0.2602708153269951,0.20004938881343376,0.1841132650121414,0.2805696176482693,0.14860270815326992,0.3435568177141211,0.21683006132444332
undecanedionate,0.21458616290076962,0.24581635592871545,0.22890891879655922,0.2448450425978516,0.1544799769518871,0.1688027328476767,0.1704161007531794,0.2461456146849405,0.25281310449849775,0.23663003663003662,0.21634440465901142
TCDCA,0.17984936411902702,0.22729555089105646,0.19287154792772768,0.1924929003580689,0.3102193686463349,0.1925587521093139,0.2195908959953904,0.2031444211219492,0.17922377248219942,0.22401942626661728,0.21212659999176853
Cinnamoylglycine,0.2057784911717496,0.17573362966621395,0.18134749145985102,0.23030826851051567,0.314335103099148,0.17283615261143354,0.18862410997242454,0.14387784500144052,0.17067950775815946,0.19483063752726673,0.19783512367782033
alpha-Linolenic acid,0.14144133020537514,0.1564061406758036,0.22451331440095482,0.24568465242622542,0.18228587891509238,0.1710746182656295,0.15629090011112481,0.23236613573692222,0.2131538873111907,0.20900522698275506,0.19322220850310737
Azelaic acid,0.16914845454171298,0.2999464954521134,0.21412520064205454,0.227460180269169,0.12453389307321891,0.09944437584887023,0.17677079474832283,0.26494628966539074,0.1363048936082644,0.21680865950528871,0.19294892373544056
Lauric acid,0.10729719718483763,0.20783635839815615,0.16119685557887803,0.2505082932049224,0.1480594312054986,0.24965222043873728,0.1412437749516401,0.2419640284808824,0.22125365271432687,0.1993414824875499,0.19283532946454293
4-Hydroxystyrene,0.19832078034325226,0.19925916779849362,0.13916944478742233,0.1414577931431864,0.19662509774869322,0.1657735522904062,0.2020414042885953,0.18585833642013416,0.21233074042062808,0.1824505082932049,0.18232868255340165
2-Hydroxystearic Acid,0.21916285961229778,0.17081121126064944,0.21531053216446472,0.18455776433304522,0.11850845783430052,0.11857430958554555,0.15487508745935713,0.18547968885047533,0.24370909988887518,0.18956249742766598,0.18005515084166768
N-Acetyltyrosine,0.12662468617524797,0.1435650491830267,0.145606453471622,0.2044285302712269,0.230719841955797,0.08683376548545087,0.21880067498045025,0.12624603860558914,0.16750216076058771,0.1614602625838581,0.16117874634728566
Phenyllactic acid,0.1602749310614479,0.17481170514878377,0.12571922459562906,0.12468205951352017,0.1801456969996296,0.14061818331481252,0.17360991068856238,0.16888504753673292,0.20997654031361895,0.1339836193768778,0.1592706918549615
Capric acid,0.11626949829197018,0.12022060336667077,0.11617072066510267,0.27230522286702064,0.11747129275219163,0.24901016586409844,0.08632341441330205,0.19588426554718688,0.10374120261760711,0.20615713874140837,0.15835535251265584
Palmitoleic acid,0.15538543853150594,0.1640120179446022,0.17853232909412683,0.14165534839692143,0.13103675350866362,0.1944190640819854,0.17853232909412683,0.19527513684817052,0.19122525414660244,0.03094209161624892,0.1561015763262954
Indoleacetic acid,0.19163682759188375,0.16873688109643165,0.1703337860641231,0.02389595423303288,0.2344898547145738,0.09662921348314607,0.08064370086841996,0.02600321027287319,0.1537391447503807,0.15288307198419557,0.12989916450590608
Trp_DCA,0.10415277606288842,0.12884718277976703,0.15815121208379634,0.06343993085566119,0.15783841626538253,0.11732312631189035,0.09771576737868871,0.1344281186977816,0.07799316788080832,0.1731489484298473,0.12130386467465115
